id,value
03E5D2,warrior_common01b_torso
03E5D3,warrior_common01c_torso
03E5D5,warrior_common02a_torso
03E5D6,warrior_common02b_torso
03E5D7,warrior_common02c_torso
03E5D8,warrior_common03a_torso
03E5D9,warrior_common03b_torso
03E5DA,warrior_common03c_torso
03E5DB,warrior_common04a_torso
03E5DC,warrior_common04b_torso
03E5DD,warrior_common04c_torso
03E5DE,warrior_common05a_torso
03E5DF,warrior_common05b_torso
03E5E0,warrior_common05c_torso
03E5E1,warrior_common06a_torso
03E5E2,warrior_common06b_torso
03E5E3,warrior_common06c_torso
03E859,mage_common01a_torso
03E8B8,mage_common01b_torso
03E8B9,mage_common01c_torso
03E8BA,mage_common02a_torso
03E8BB,mage_common02b_torso
03E8BC,mage_common02c_torso
03E8BD,mage_common03a_torso
03E8BE,mage_common03b_torso
03E8BF,mage_common03c_torso
03E8C0,mage_common04a_torso
03E8C1,mage_common04b_torso
03E8C3,mage_common04c_torso
03E97E,warrior_common02a_head
03E97F,warrior_common02b_head
03E980,warrior_common02c_head
03E981,warrior_common03a_head
03E982,warrior_common03b_head
03E983,warrior_common03c_head
03E984,warrior_common04a_head
03E986,warrior_common04b_head
03E987,warrior_common04c_head
03E988,warrior_common05a_head
03E989,warrior_common05b_head
03E98A,warrior_common05c_head
03E98B,warrior_common06a_head
03E98C,warrior_common06b_head
03E98D,warrior_common06c_head
03E994,mage_common01a_head
03E995,mage_common01b_head
03E996,mage_common01c_head
03E997,mage_common02a_head
03E998,mage_common02b_head
03E999,mage_common02c_head
03E99A,mage_common03a_head
03E99B,mage_common03b_head
03E99C,mage_common03c_head
03E99D,mage_common04a_head
03E99E,mage_common04b_head
03E99F,mage_common04c_head
03EEB9,Activity_Lean
03F9E2,warrior_common01b_hands
03F9ED,warrior_common01c_hands
03FBB6,warrior_common02a_hands
03FBB7,warrior_common02b_hands
03FBBA,warrior_common02c_hands
03FBBB,warrior_common03a_hands
03FBBC,warrior_common03b_hands
03FBC0,warrior_common03c_hands
03FBC3,warrior_common04a_hands
03FBC6,warrior_common04b_hands
03FBC9,warrior_common04c_hands
03FBCB,warrior_common05a_hands
03FBCD,warrior_common05b_hands
03FBCE,warrior_common05c_hands
03FBCF,warrior_common06a_hands
03FBD0,warrior_common06b_hands
03FBD2,warrior_common06c_hands
03FBE3,mage_common01a_hands
03FBE4,mage_common01b_hands
03FBE5,mage_common01c_hands
03FBE6,mage_common02a_hands
03FBE7,mage_common02b_hands
03FBE8,mage_common02c_hands
03FBEC,mage_common03a_hands
03FBEF,mage_common03b_hands
03FBF4,mage_common03c_hands
03FBF6,mage_common04a_hands
03FBF7,mage_common04b_hands
03FBF9,mage_common04c_hands
03FE4C,DEV_NPC_Female_Activity_Test
03FE69,warrior_common01b_legs
03FE6A,warrior_common01c_legs
03FE6B,warrior_common02a_legs
03FE6C,warrior_common02b_legs
03FE6D,warrior_common02c_legs
03FE6E,warrior_common03a_legs
03FE6F,warrior_common03b_legs
03FE70,warrior_common03c_legs
03FE71,warrior_common04a_legs
03FE73,warrior_common04b_legs
03FE74,warrior_common04c_legs
03FE75,warrior_common05a_legs
03FE76,warrior_common05b_legs
03FE77,warrior_common05c_legs
03FE78,warrior_common06a_legs
03FE79,warrior_common06b_legs
03FE7B,warrior_common06c_legs
03FF78,warrior_common01b_feet
03FF79,warrior_common01c_feet
03FF7A,warrior_common02a_feet
03FF7B,warrior_common02b_feet
03FF7C,warrior_common02c_feet
03FF7D,warrior_common03a_feet
03FF7E,warrior_common03b_feet
03FF7F,warrior_common03c_feet
03FF80,warrior_common04a_feet
03FF82,warrior_common04b_feet
03FF83,warrior_common04c_feet
03FF84,warrior_common05a_feet
03FF85,warrior_common05b_feet
03FF86,warrior_common05c_feet
03FF87,warrior_common06a_feet
03FF88,warrior_common06b_feet
03FF89,warrior_common06c_feet
03FF90,mage_common01a_feet
03FF91,mage_common01b_feet
03FF92,mage_common01c_feet
03FF93,mage_common02a_feet
03FF94,mage_common02b_feet
03FF95,mage_common02c_feet
03FF96,mage_common03a_feet
03FF97,mage_common03b_feet
03FF98,mage_common03c_feet
03FF99,mage_common04a_feet
03FF9A,mage_common04b_feet
03FF9B,mage_common04c_feet
04063E,amulet_unique02
04073C,sword1h_common01b
04073D,sword1h_common01c
04073E,sword1h_common02a
04073F,sword1h_common02b
040741,sword1h_common02c
040742,sword1h_common03a
040743,sword1h_common03b
040744,sword1h_common03c
040745,sword1h_common04a
040746,sword1h_common04b
040747,sword1h_common04c
040748,sword1h_common05a
040749,sword1h_common05b
04074A,sword1h_common05c
040A18,greathammer_common01b
040AE1,longbow_common01a
040AF8,longbow_common01b
040AF9,longbow_common01c
040AFA,longbow_common02a
040AFB,longbow_common02c
040AFC,longbow_common02b
040AFD,longbow_common03a
040AFE,longbow_common03b
040AFF,longbow_common03c
040B00,longbow_common04a
040B01,longbow_common04b
040B02,longbow_common04c
040B03,longbow_common05a
040B04,longbow_common05b
040B05,longbow_common05c
040B8B,greathammer_common01c
040B8C,greathammer_common02a
040B8D,greathammer_common02b
040B8E,greathammer_common03c
040B8F,greathammer_common02c
040B90,greathammer_common03a
040B91,greathammer_common03b
040B92,greathammer_common04a
040B93,greathammer_common04b
040B94,greathammer_common04c
040B95,greathammer_common05a
040B96,greathammer_common05b
040B97,greathammer_common05c
0416F6,Treasure_SilverNugget
0416F7,Treasure_GoldNugget
0416FB,Treasure_JewelledBracelet
0416FE,Treasure_GoldStatuette
041703,Treasure_Chalice
041BC0,Container_Quest_Loot_02
0431E2,Lever_Universal_01
0438F0,QuestItem_SQ051_Claw
0448E5,Fireblood_Potion
04748C,Sword_DEV_Fire
04748D,Sword_DEV_Ice
04748E,Sword_DEV_Lightning
04748F,Sword_DEV_Poison
04916B,ScriptLink_Summon10
049EB1,Door_Quest_Cave_No1
04A434,ScriptLink_MoveNPCsOnVolumeEnter
04E3D1,DEV_Dakota_LeMaster
04EEBF,Lever_Universal_MultiTarget
050314,Jottun_Parent
0530FA,DEV_Merchant
0530FB,DEV_Blacksmith
0530FC,DEV_Healer
0530FD,DEV_Trainer
0533EB,Puzzle_TorchTrigger_01
0539AB,Container_Quest_Loot_07
0547D0,Interact_Shrine
057216,Trap_ProximityMine
057259,Trap_TimedSpike
057302,Recipe_HealthRestoration_01
057327,Reagent_Damage
057357,Recipe_ManaRestoration_01
05735B,Recipe_FireDamage_01
05735D,AlchemyPotion_FireDamage_01
057381,Reagent_Resistance
057383,AlchemyPotion_CriticalChance_01
057387,AlchemyPotion_HealthRestoration_01
057388,AlchemyPotion_ManaRestoration_01
05738A,Recipe_PhysicalResistance_01
057517,Recipe_HealthRegeneration_01
057518,Recipe_ManaRegeneration_01
057519,Recipe_MagicResistance_01
05751A,Recipe_FireResistance_01
05751B,Recipe_IceResistance_01
05751C,Recipe_LightningResistance_01
05751D,Recipe_IceDamage_01
05751E,Recipe_LightningDamage_01
05751F,Recipe_XPIncrease_01
057520,Recipe_PhysicalDamage_01
057521,Recipe_MagicDamage_01
057ABD,Sword_DEV_Bleeding
057BB9,Door_Load_Alfar_01
057BE5,Door_Load_TaibaGarrison_01
057BF1,Door_Load_FaeStronghold_01
058013,Smashable_Barrel_01
058135,AlchemyPotion_WildPotion01
058141,Smashable_Barrel_02
0582F6,Smashable_Crate_01
0582F7,Smashable_Crate_02
058306,Smashable_Crate_03
058307,Smashable_Crate_04
058796,Door_Load_City_01
0587A5,Door_Load_City_02
0588B2,Trap_BladeShoot
0589EF,QuestItem_SQ06_Boots
0589F0,QuestItem_SQ06_Silverware
0589F1,QuestItem_SQ06_Kerchief
0589F2,QuestItem_SQ06_Snuffbox
0589F3,QuestItem_SQ06_Dagger
0589F4,QuestItem_SQ06_Ring
0589F5,QuestItem_SQ06_Charter
058CB6,Trap_Pendulum
058DA5,Trap_SlidingBlades_01
058DCF,Trap_SlidingBlades_02
058DD0,Trap_SlidingBlades_03
059029,AlchemyPotion_PhysicalDamage_01
05902C,AlchemyPotion_PhysicalResistance_01
05904F,AlchemyPotion_FireResistance_01
059188,ScriptLocation
059623,Door_Std_VillageInterior_01
059893,mirrorblades_common01b
059894,mirrorblades_common01c
059895,mirrorblades_common02c
059896,mirrorblades_common02b
059897,mirrorblades_common02a
059898,mirrorblades_common03c
059899,mirrorblades_common03b
05989A,mirrorblades_common03a
05989B,mirrorblades_common04c
05989C,mirrorblades_common04b
05989D,mirrorblades_common04a
05989E,mirrorblades_common05c
05989F,mirrorblades_common05b
0598A0,mirrorblades_common05a
05A0D4,Antelope_IdleOnly_A
05BA8B,Vine_Magical_01
05BD9F,Activity_Bed_Village_Large_01
05BDA0,Activity_Bed_Village_Small_01
05C259,Trap_Stop_Repeater
05C311,DangerSpawner
05CE4E,Container_Furniture_WeaponRack_A
05CE54,Container_Furniture_WeaponRack_B
05CE55,Container_Furniture_Desk_A
05CE57,Container_Furniture_Desk_B
05CE81,TrashItem_TatteredDocuments
05CE83,TrashItem_OldLetters
05CE84,TrashItem_Skull
05CE87,TrashItem_InvoiceLog
05CF3D,QuestItem_SQ01_Sign
05E0E6,PARENT_Greathammer
05E0E7,PARENT_Mirrorblades
05E0E8,PARENT_Spear
05E0E9,PARENT_Sword_1H
05E0EB,PARENT_bow
05E1B5,QuestItem_SQ12_Chain
05E7DF,Activity_WatchEntertainment
05F85E,Activity_Bedroll_PlayerUse_01
060267,Activity_Begging
0604A3,Boggart_Tribesman
0604A8,Ettin_Brute_Parent
0604B8,Barghest_Feral
06083A,Trap_ProximitySpike
061777,Activity_Shopkeeper
062A76,Trap_Lucern_Repeater
062D87,Container_Corpse_Skeleton_01
062D89,Container_Corpse_Skeleton_02
062D8A,Container_Corpse_Skeleton_03
062E1B,Container_Corpse_DeadKobold_01
062E1C,Container_Corpse_DeadKobold_02
062E1D,Container_Corpse_DeadKobold_03
06311C,VVS_FTP_Shattered_Shrine
06311D,VVS_FTP_Forester_Crofts
063120,VVS_FTP_Journeymens_Bend
063125,VVS_FTP_Alder_Thoroughfare
063126,VVS_FTP_River_Ander
063127,VVS_FTP_Leaning_King
063128,VVS_FTP_Stalker_Way
06312A,VVS_FTP_Silent_Highwayman
06312B,VVS_FTP_Watchers_Point
06312C,VVS_FTP_Anders_Bank_Village
06312F,VVS_FTP_Ruindale
0632B1,Activity_Urinate
0632B2,ActivityPatrol
06331E,Activity_Bedroll_PlayerNoUse_01
064370,DEV_Door_JailCellChild_Test
06437D,DEV_icebow
064D1B,VVS_FTP_Southern_Road
065474,Chicken_A
065517,Treasure_Sack
065687,Door_Load_TrapDoor_01
06637C,Boggart_Tribesman_Parent
066472,Niskaru_Tyrant_Parent
06659D,amulet_unique01
066886,amulet_common01b
066887,amulet_common01a
066889,amulet_common01c
06688A,amulet_common02a
06688B,amulet_common02b
06688C,amulet_common02c
06688D,amulet_common03a
06688E,amulet_common03b
06688F,amulet_common03c
066890,amulet_common04a
066891,amulet_common04b
066892,amulet_common04c
066893,amulet_common05a
066894,amulet_common05b
066895,amulet_common05c
066D21,FOR_Trap_ProximitySpike
066FEB,warrior_unique01_feet
066FEC,warrior_unique01_hands
066FED,warrior_unique01_head
066FEE,warrior_unique01_legs
066FEF,warrior_unique01_torso
067044,greathammer_unique01
067045,longbow_unique01
067046,mirrorblades_unique01
067048,sword1h_unique01
0680BD,TMP_QA_ChrisArea2Teleport
06AE9A,DEV_SQ01_Wolf_Companion
06AF62,Interact_Shrine_WolfSummon
06AF99,Container_SQ01_Spring
06AF9B,QuestItem_SQ01_SpringWater
06B102,SQ01_WanderingWell
06B227,PARENT_Staff
06B359,ring_common05c
06B35A,ring_common05b
06B35B,ring_common05a
06B35C,ring_common04c
06B35D,ring_common04b
06B35E,ring_common04a
06B35F,ring_common03c
06B360,ring_common03b
06B361,ring_common03a
06B363,ring_common02c
06B364,ring_common02b
06B365,ring_common02a
06B366,ring_common01c
06B367,ring_common01b
06B368,ring_common01a
06B371,ring_unique01
06B3B5,NPC_StrangePrisoner
06B448,NPC_EdwinHoswig
06B44C,NPC_GwynFar
06B463,NPC_WaneEmundas
06B480,QuestItem_SQ07_EyeofBerebescu
06B5E0,NPC_Woerlowe
06B774,NPC_DAL_VAR_GrayGunnar
06B775,NPC_DAL_VAR_EsmeGunnar
06B776,NPC_DAL_VAR_IngaRisberg
06B778,NPC_DAL_LJO_IlliamNiran
06B859,OBJ_SQ07_BerebescuPedestal
06B92A,Sorcery_Meteor
06B931,OBJ_SQ07_GoldCoin
06B93B,Brownie_Default
06B95F,Sprite_Soldier
06B97C,Bear_Basic
06B99F,GiantSpider_WebSpider
06BABE,Sorcery_HealingSurge
06BC1F,NPC_Ciara
06BC42,NPC_DAL_NIS_Muffin
06C001,NiskaruRangedAttackAmmo
06C120,Magic_Meteor_Projectile
06C18B,QuestItem_SQ07_Ravensfeet
06C198,QuestItem_SQ07_CupellaWine
06C2D3,NPC_GeoffMadmyr
06C2FD,DMO_M1_TorchBrazier
06C3CF,DAL_FTP_StOdwigsMission
06C407,NPC_DAL_Alm_BrotherEgan
06C408,NPC_DAL_Alm_FatherDynwel
06C458,Wpn_Staff_OfRuin
06C464,Wpn_Staff_FrostWatcher
06C469,Wpn_Staff_MedusasGrudge
06C517,NPC_DAL_Alm_BrotherOde
06C542,Wpn_Staff_HypnoticShock
06CD0A,TMP_SQ01_Dryad
06CDE4,DAL_FTP_WardensDellFalls
06CEE9,DEV_SQ01_Wolf_transform
06D07F,NPC_KLU_SEE_Headsman
06D0C5,DMO_FTP_Watchers_Point
06D0C6,DMO_FTP_Stalker_Way
06D0C7,DMO_FTP_Southern_Road
06D0C8,DMO_FTP_Silent_Highwayman
06D0C9,DMO_FTP_Shattered_Shrine
06D0CA,DMO_FTP_Ruindale
06D0CB,DMO_FTP_River_Ander
06D0CC,DMO_FTP_Leaning_King
06D0CD,DMO_FTP_Journeymens_Bend
06D0CE,DMO_FTP_Forester_Crofts
06D0CF,DMO_FTP_Anders_Bank_Village
06D0D0,DMO_FTP_Alder_Thoroughfare
06D0D7,DMO_FTP_Valenont
06D0EF,SQ08_Bed
06D5E0,DAL_FTP_Didenhil
06D5EF,DAL_FTP_MercyLodge
06D5F0,TMP_M1_Container_Furniture_Bookshelf_01
06D5F2,TMP_M1_Container_Furniture_Bookshelf02
06D600,TMP_M1_Book_AdessaRising
06D601,TMP_M1_Book_TemplarCode
06D602,TMP_M1_Book_AGnomeAndHisPet
06D603,TMP_M1_Book_TheWickedWarden
06D605,TMP_M1_Door_Load_StandardDalentarthExit
06D71C,SQ01_SweetrosePlant
06D990,DAL_FTP_Allestar
06D991,DAL_FTP_Ettinmere
06D992,DAL_FTP_Haxhi
06D993,DAL_FTP_Nyralim
06DA3C,DAL_FTP_HermitsHouse
06DA3D,DAL_FTP_Cailleadh
06DA70,TMP_M1_SUM_LesserNiskaru_Type1_A
06DBD0,NPC_MarcusTel
06DDE0,M1_Door_Load_HuntersLodgeMainHall
06DDE1,M1_Door_Load_HuntersLodgeMasterBedroom
06DDE2,M1_Door_Load_HuntersLodgeKitchen
06DDE3,M1_Door_Load_HuntersLodgeCellar
06DDE4,M1_Door_Load_HuntersLodgeDiningRoom
06DDE5,M1_Door_Load_HuntersLodgeServantsEntrance
06DDE7,M1_Door_Load_HuntersLodgeStudy
06DDE8,M1_Door_Load_HuntersLodgeMurderRoom
06DDED,M1_Door_Load_HuntersLodgeCellarTrapDoor
06DF00,NPC_DAL_VAR_AelfredHoln
06DF01,NPC_DAL_VAR_OthelHoln
06DF04,NPC_DAL_ALM_SidoneElcwin
06DF05,NPC_DAL_ALM_KaharineHoln
06DF06,SQ09_BriarcanePlant
06DF07,SQ09_MosscrystalPlant
06E0ED,DAL_FTP_HuntersLodge
06E1EB,ScriptLink_ImpulseSender
06E4F5,OBSOLETE_TMP_ReagentSource_Briarcane
06E4F6,OBSOLETE_TMP_ReagentSource_Mosscrystal
06E4F8,OBSOLETE_TMP_ReagentSource_Skyblossom
06EC87,OBSOLETE_ReagentSource_Fire_02
06F10A,PARENT_Neutral_Interacts
06F678,DAL_FTP_North_01_Test
06F859,DEV_SummonedNiskaru
06F8B8,DEV_Monster_Ranged_Parent
06F8B9,DEV_Monster_Ranged
06F8BD,DEV_Monster_Ranged_05
06F8C2,DEV_Monster_Ranged_10
06F8C3,DEV_Monster_Melee_Parent
06F8CB,Fear_Gorta_Sentinel
06F8CD,DEV_Monster_Melee_10
06F942,Sorcery_Summon
06F9E6,TMP_TR01_StealthPotion
06FA06,DEV_TR01_Container
06FA0B,DEV_TR01_Loot
06FB4A,NPC_TineDelfric
06FB4B,NPC_OstOrdura
06FBCF,OBJ_HM01_IncubationLantern
06FC47,QuestItem_TR02_BurusBoots
06FC53,OUT_DAL_See_Ametair
06FC54,OUT_DAL_Alm_GrimOnwig
06FC5A,NPC_DAL_ALM_AugraTenet
06FC5C,NPC_DAL_Gno_BenarHidon
06FC5D,NPC_DET_Alm_AllonVennt
06FC5E,NPC_DET_GNO_HeadGaoler
06FC92,NPC_DET_LJO_BrienteKall
06FC98,NPC_POE_Ljo_ErenCalse
06FC9C,NPC_KLU_Alm_HarrisetDonel
06FCA0,NPC_DAL_ALM_DelAnder
06FCAE,NPC_DAL_See_Crilgarin
06FCAF,NPC_DAL_See_Steward
06FCBE,NPC_DAL_ALM_HeraOrhelm
06FCBF,NPC_DAL_SEE_HallamTheWhite
06FCF9,NPC_DAL_ALM_DelGadra
06FD59,DEV_TCM_TR02_Desk
06FD80,Detect_Hidden_Wealth_Bonus_Item
06FD84,DEV_NiskaruSummonFX
06FEDB,DEV_TCM_TR02_Container
06FFE3,ReagentSource_Poison
06FFE7,OBSOLETE_ReagentSource_Magic_03
070164,NPC_DAL_SEE_Ficon
070314,Activity_Guard
0703B1,DEV_NPC_JH_IceQueen
0703B2,DEV_NPC_JH_FireKing
0703BE,DEV_NPC_JH_FirePrince
070439,DEV_NPC_JH_IcePrincess
0704C8,DEV_NPC_JH_EarthQueen
0704C9,DEV_NPC_JH_EarthPrincess
070565,Kobold_Parent
070569,Boggart_Parent
070632,Brownie_Parent
070633,Bear_Parent
070634,GiantSpider_Parent
070638,Sprite_Soldier_Parent
070639,Sprite_Champion_Parent
070AAE,DEV_Door_JailCell
070AE8,OBSOLETE_TMP_ReagentSource_Embereyes
070AE9,OBSOLETE_TMP_ReagentSource_GreaterEmbereyes
070B57,NPC_DET_STR_ElfhardEngar
070B63,NPC_DAL_LJO_NenaAdolla
070BB7,NPC_KLU_SEE_Caolainn
070BB8,NPC_KLU_SEE_Neassa
070BB9,NPC_KLU_SEE_Aodhan
070BBA,NPC_KLU_SEE_Eimar
070BBB,NPC_KLU_SEE_Ainmire
070BDF,PARENT_NPC_Guard_1hSword
070BEF,TMP_M1_Door_Load_StandardKlurikonExit
070BF0,TMP_M1_Door_Load_GLO_MayorsHouse
070BF2,TMP_M1_Door_Load_GLO_WritersHouse
070BF3,TMP_M1_Door_Load_GLO_ArtistsHouse
070BF4,TMP_M1_Door_Load_GLO_Inn
070BF5,TMP_M1_Door_Load_GLO_Shop
070BF9,QuestItem_SA_SunStone
070BFA,TMP_M1_Door_Load_GLO_AlchemistsShop
070C00,NPC_KLU_ALM_FridrikArnarsson
070F03,OUT_DAL_PageCarolic
070F48,QuestItem_TR21_GoldStatue
070F49,QuestItem_TR21_MedicalSupplies
0711A9,Door_Std_Universal_01
07120C,NPC_DET_DOK_GwamGwyrfar
07121C,NPC_DET_STR_GraldUllard
071389,DEV_TRO2_AmetairContainer
0713C7,Item_FaeboKey
071423,Niskaru_Tyrant
071501,PARENT_Lorestone
07155C,NPC_DAL_SEE_Bris
07155D,NPC_DAL_SEE_Alveb
07155E,NPC_DAL_SEE_Tarr
07155F,NPC_DAL_SEE_Glindiner
071561,QuestItem_HM01_SignetRing
071562,Container_HM01_SirSagrell
071680,NPC_DAL_SEE_KingWencen
071683,NPC_DAL_SEE_QueenBelmaid
071685,NPC_DAL_SEE_Oleyn
071686,NPC_DAL_SEE_Farrara
07168A,NPC_DAL_SEE_Creth
07168C,NPC_DAL_SEE_Airmer
07169E,NPC_DAL_CRY_DigPascal
071820,DEV_TCM_TR02_Container_House
071B22,Container_Corpse_Almain_01
071B5E,NPC_DAL_VAR_HautrenKalt
071B5F,NPC_DAL_VAR_TynriKalt
071D07,TMP_EntranceOrb
071E84,NPC_POE_LJO_MellyTheSword
072080,NPC_DET_ALM_BedeEdithing
0720D9,DEV_TR02_AmetairBathContainer
0720DA,QuestItem_TR02_StinkyStuff
0720DB,DEV_TR02_RefusePile
072311,NPC_DET_STR_ShivanilErmanar
072312,NPC_DET_Gno_GefroyStebic
07231E,QuestItem_TR03_OrnateBox
072369,NPC_DET_CRY_Rigger
07236C,DEV_TR03_GefroyChest
07236F,DEV_TR03_LabChest
072373,QuestItem_KV03_Artifact
072410,Wpn_Sword_HM03_HouseofBallads
072417,NPC_DAL_SEE_Tarca
072421,DEV_TR03_Jottun
0724A5,NPC_DAL_ALM_HorsaBynothas
0725A8,TMP_M1_Door_Load_StandardArnrodPassageExit
0725C0,NPC_DET_ALM_TalCathan
0725C3,NPC_DET_ALM_UlaCathan
0727B0,NPC_Andy_Test
072819,QuestItem_TR03_MastersPick
072B34,NPC_DAL_SEE_BloodyBones
072B88,DEV_Palmstones
072BB7,TMP_TR03_TalkingOrb
072D82,DEV_Door_Load_Well
072D83,DEV_Door_Load_Ladder
072DD7,NPC_POE_STR_KulliOrs
072DE1,NPC_ERA_DOK_IrionTal
072DE2,NPC_POE_DOK_LadyStill
072DE3,NPC_POE_DOK_EregastNetts
072E9C,PARENT_ItemSource
072F63,QuestItem_FFQ01_WaterGoblinBust
073187,PARENT_Pressureplate
073315,QuestReward_KV23_Helmet
073316,PARENT_Container
0733B7,PARENT_Pressureplate_Nonrepeating
0733B8,PARENT_Pressureplate_Repeating
0734C9,Object_HM04_MirrorFragment_1
0734CF,Object_HM04_MirrorFragment_2
0734D0,Object_HM04_MirrorFragment_3
0734F1,Niskaru_Tyrant_NoEmerge
0734F3,QuestItem_SA04_BarghestHeart
073577,QuestItem_SA04_PendantOfWarmth
07357A,QuestItem_SA_FrostStone
073585,PARENT_Smashable_Door
07358B,PARENT_Load_Doors
073593,PARENT_Usable_Interacts
0735B2,PARENT_Inspectable
0735B3,staff_common01a_ice
0735B5,staff_common01b_ice
0735B6,staff_common01c_ice
07363B,staff_common02c_ice
07363C,staff_common02b_ice
07363D,staff_common02a_ice
07363E,staff_common03c_ice
07363F,staff_common03b_ice
073640,staff_common03a_ice
073641,staff_common04c_ice
073642,staff_common04b_ice
073643,staff_common04a_ice
073644,staff_common05c_ice
073645,staff_common05b_ice
073646,staff_common05a_ice
0736C2,PARENT_Gateway_Interacts
0736F4,PARENT_Daggers
07370C,staff_common05c_fire
07370D,staff_common05b_fire
07370E,staff_common05a_fire
07370F,staff_common04c_fire
073710,staff_common04b_fire
073711,staff_common04a_fire
073712,staff_common03c_fire
073713,staff_common03b_fire
073714,staff_common03a_fire
073715,staff_common02c_fire
073716,staff_common02b_fire
073717,staff_common02a_fire
073718,staff_common01c_fire
073719,staff_common01b_fire
07371A,staff_common01a_fire
07371F,staff_common05c_lightning
073720,staff_common05b_lightning
073721,staff_common05a_lightning
073722,staff_common04c_lightning
073723,staff_common04b_lightning
073724,staff_common04a_lightning
073725,staff_common03c_lightning
073726,staff_common03b_lightning
073727,staff_common03a_lightning
073728,staff_common02c_lightning
073729,staff_common02b_lightning
07372A,staff_common02a_lightning
07372B,staff_common01c_lightning
07372C,staff_common01b_lightning
07372D,staff_common01a_lightning
0737D7,PARENT_Hostile_Interacts_Non_Humanoid
07388F,Ettin_Parent
0738E2,NPC_DET_ALM_GrianSheen
0738E3,NPC_ERA_DOK_GwynAnwy
0738E5,NPC_KLU_VAR_SverriKura
0738E6,NPC_POE_LJO_LiviaFenan
073947,NPC_KLU_CRY_PhasmerHumm
073948,NPC_KLU_Ljo_MaireGanan
073949,NPC_KLU_LJO_MendellerBirt
07394A,DEV_TCM_TR05_Container
